target,order,Unit Weight (kg),Unit POD,from_yard,from_bay,from_col,from_layer,pred
0.0,0.0,-0.2915533483028412,1.0,1.0,1.0,1.0,1.0,2
1.0,1.0,-1.8966493606567385,1.0,1.0,1.0,2.0,2.0,3
2.0,2.0,-0.2738517224788666,1.0,1.0,1.0,1.0,3.0,37
3.0,3.0,-0.2915533483028412,1.0,1.0,1.0,1.0,4.0,4
4.0,4.0,-0.2856528162956238,1.0,1.0,1.0,1.0,5.0,33
5.0,5.0,-0.2856528162956238,1.0,1.0,1.0,1.0,2.0,24
6.0,6.0,0.8432691693305969,1.0,1.0,1.0,3.0,3.0,34
7.0,7.0,0.8491696715354919,1.0,1.0,1.0,3.0,4.0,35
8.0,8.0,0.8432691693305969,1.0,1.0,1.0,3.0,5.0,27
9.0,9.0,0.8558078408241272,1.0,1.0,1.0,3.0,2.0,8
10.0,10.0,-0.2790147066116333,1.0,1.0,1.0,4.0,3.0,36
11.0,11.0,-0.2871279418468475,1.0,1.0,1.0,4.0,4.0,41
12.0,12.0,-0.2856528162956238,1.0,1.0,1.0,4.0,5.0,7
13.0,13.0,-0.2915533483028412,1.0,1.0,1.0,4.0,2.0,25
14.0,14.0,-0.2915533483028412,1.0,1.0,1.0,5.0,5.0,12
15.0,15.0,-0.2915533483028412,1.0,1.0,1.0,5.0,2.0,6
16.0,16.0,-0.2915533483028412,1.0,1.0,1.0,6.0,5.0,11
17.0,17.0,-0.2790147066116333,1.0,1.0,1.0,6.0,2.0,26
18.0,18.0,0.7016560435295105,1.0,1.0,1.0,7.0,3.0,5
19.0,19.0,0.7001808881759644,1.0,1.0,1.0,7.0,4.0,10
20.0,20.0,0.708294153213501,1.0,1.0,1.0,7.0,5.0,14
21.0,21.0,0.6957554817199707,1.0,1.0,1.0,7.0,2.0,28
22.0,22.0,0.8432691693305969,1.0,1.0,1.0,8.0,5.0,16
23.0,23.0,0.6957554817199707,1.0,1.0,1.0,8.0,2.0,29
24.0,36.0,0.6582870483398438,1.0,1.0,2.0,6.0,3.0,31
