target,order,Unit Weight (kg),Unit POD,from_yard,from_bay,from_col,from_layer,pred
0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,29
1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,30
2.0,2.0,0.0,1.0,1.0,1.0,2.0,3.0,35
3.0,3.0,0.0,1.0,1.0,1.0,3.0,2.0,42
4.0,4.0,0.0,1.0,1.0,1.0,3.0,3.0,48
5.0,5.0,0.0,1.0,1.0,1.0,4.0,2.0,18
6.0,6.0,0.0,1.0,1.0,1.0,4.0,3.0,36
7.0,7.0,0.0,1.0,1.0,1.0,5.0,2.0,37
8.0,8.0,0.0,1.0,1.0,1.0,5.0,3.0,1
9.0,9.0,0.0,1.0,1.0,1.0,6.0,2.0,2
10.0,10.0,0.0,1.0,1.0,1.0,6.0,3.0,20
11.0,11.0,0.0,1.0,1.0,1.0,7.0,3.0,22
12.0,12.0,0.0,1.0,1.0,1.0,8.0,3.0,38
13.0,13.0,0.0,1.0,1.0,1.0,9.0,1.0,3
14.0,14.0,0.0,1.0,1.0,1.0,9.0,4.0,4
15.0,15.0,0.0,1.0,1.0,1.0,7.0,1.0,6
16.0,16.0,0.0,1.0,1.0,1.0,7.0,4.0,24
17.0,17.0,0.0,1.0,1.0,1.0,2.0,1.0,46
18.0,18.0,0.0,1.0,1.0,1.0,2.0,4.0,39
19.0,19.0,0.0,1.0,1.0,1.0,3.0,1.0,5
20.0,20.0,0.0,1.0,1.0,1.0,3.0,4.0,7
21.0,21.0,0.0,1.0,1.0,1.0,4.0,1.0,8
22.0,22.0,0.0,1.0,1.0,1.0,4.0,4.0,26
23.0,23.0,0.0,1.0,1.0,1.0,5.0,1.0,34
24.0,24.0,0.0,1.0,1.0,1.0,5.0,4.0,49
25.0,25.0,0.0,1.0,1.0,1.0,6.0,1.0,9
26.0,26.0,0.0,1.0,1.0,1.0,6.0,4.0,10
27.0,27.0,0.0,1.0,1.0,1.0,10.0,4.0,16
28.0,28.0,0.0,1.0,1.0,1.0,10.0,5.0,44
29.0,29.0,0.0,1.0,1.0,1.0,1.0,4.0,11
30.0,30.0,0.0,1.0,1.0,1.0,1.0,5.0,40
31.0,31.0,0.0,1.0,1.0,1.0,11.0,4.0,14
32.0,32.0,0.0,1.0,1.0,1.0,11.0,5.0,33
33.0,33.0,0.0,1.0,1.0,1.0,9.0,5.0,28
34.0,34.0,0.0,1.0,1.0,1.0,7.0,5.0,32
35.0,35.0,0.0,1.0,1.0,1.0,2.0,5.0,47
36.0,36.0,0.0,1.0,1.0,1.0,3.0,5.0,0
37.0,37.0,0.0,1.0,1.0,1.0,4.0,5.0,17
38.0,38.0,0.0,1.0,1.0,1.0,5.0,5.0,19
39.0,39.0,0.0,1.0,1.0,1.0,6.0,5.0,21
40.0,40.0,0.0,1.0,1.0,1.0,8.0,5.0,45
41.0,41.0,0.0,1.0,1.0,2.0,10.0,4.0,23
42.0,42.0,0.0,1.0,1.0,2.0,10.0,5.0,43
43.0,43.0,0.0,1.0,1.0,2.0,9.0,1.0,25
44.0,44.0,0.0,1.0,1.0,2.0,9.0,4.0,15
45.0,45.0,0.0,1.0,1.0,2.0,7.0,1.0,12
46.0,46.0,0.0,1.0,1.0,2.0,7.0,4.0,41
47.0,47.0,0.0,1.0,1.0,2.0,2.0,1.0,13
48.0,48.0,0.0,1.0,1.0,2.0,2.0,4.0,27
49.0,49.0,0.0,1.0,1.0,2.0,3.0,1.0,31
0.0,57.0,0.0,1.0,1.0,1.0,1.0,1.0,59
1.0,58.0,0.0,1.0,1.0,1.0,1.0,2.0,60
2.0,59.0,0.0,1.0,1.0,1.0,2.0,1.0,74
