target,order,Unit Weight (kg),Unit POD,from_yard,from_bay,from_col,from_layer,pred
0.0,103.0,1.1841065883636475,1.0,1.0,1.0,1.0,1.0,6.0
1.0,104.0,1.2072927951812744,1.0,1.0,1.0,2.0,1.0,10.0
2.0,105.0,0.9241634607315063,1.0,1.0,1.0,3.0,2.0,29.0
3.0,106.0,1.1390222311019897,1.0,1.0,1.0,1.0,2.0,30.0
4.0,107.0,1.1673609018325806,1.0,1.0,1.0,2.0,2.0,45.0
5.0,108.0,0.9818713068962097,1.0,1.0,1.0,3.0,3.0,38.0
6.0,109.0,1.0939379930496216,1.0,1.0,1.0,1.0,3.0,3.0
7.0,110.0,1.222750186920166,1.0,1.0,1.0,2.0,3.0,7.0
8.0,111.0,1.1390222311019897,1.0,1.0,1.0,4.0,3.0,11.0
9.0,112.0,1.0707517862319946,1.0,1.0,1.0,3.0,4.0,13.0
10.0,113.0,1.1731574535369873,1.0,1.0,1.0,1.0,4.0,34.0
11.0,114.0,1.1873269081115723,1.0,1.0,1.0,2.0,4.0,4.0
12.0,115.0,1.1738015413284302,1.0,1.0,1.0,4.0,4.0,5.0
13.0,116.0,1.0559383630752563,1.0,1.0,1.0,3.0,5.0,9.0
14.0,117.0,-1.1164801120758057,1.0,1.0,1.0,5.0,1.0,12.0
15.0,118.0,-1.126785159111023,1.0,1.0,1.0,5.0,2.0,35.0
16.0,119.0,-0.36550474166870117,1.0,1.0,1.0,6.0,1.0,37.0
17.0,120.0,-0.36550474166870117,1.0,1.0,1.0,6.0,2.0,15.0
18.0,121.0,-0.42089399695396423,1.0,1.0,1.0,6.0,3.0,33.0
19.0,122.0,-0.5213675498962402,1.0,1.0,1.0,6.0,4.0,19.0
20.0,123.0,-0.9503123164176941,1.0,1.0,1.0,6.0,5.0,20.0
21.0,124.0,-1.1667169332504272,1.0,1.0,1.0,7.0,3.0,42.0
22.0,125.0,-1.15641188621521,1.0,1.0,1.0,7.0,4.0,17.0
23.0,126.0,-0.6514679193496704,1.0,1.0,1.0,8.0,2.0,18.0
24.0,127.0,-0.7558058500289917,1.0,1.0,1.0,8.0,3.0,22.0
25.0,128.0,-0.8962112069129944,1.0,1.0,1.0,8.0,4.0,27.0
26.0,129.0,-0.9876678586006165,1.0,1.0,1.0,8.0,5.0,44.0
27.0,130.0,-1.0121421813964844,1.0,1.0,1.0,7.0,5.0,43.0
28.0,131.0,0.011915132403373718,1.0,1.0,1.0,9.0,3.0,24.0
29.0,132.0,1.0488537549972534,1.0,1.0,1.0,1.0,5.0,25.0
30.0,133.0,1.0984463691711426,1.0,1.0,1.0,2.0,5.0,26.0
31.0,134.0,-1.2266145944595337,1.0,1.0,1.0,10.0,4.0,36.0
32.0,135.0,0.37619614601135254,1.0,1.0,1.0,10.0,5.0,39.0
33.0,136.0,-1.732846736907959,1.0,1.0,1.0,5.0,3.0,32.0
34.0,137.0,1.1853946447372437,1.0,1.0,1.0,4.0,5.0,46.0
35.0,138.0,-1.870031714439392,1.0,1.0,1.0,5.0,4.0,47.0
36.0,139.0,-0.11947335302829742,1.0,1.0,1.0,9.0,4.0,48.0
37.0,140.0,-1.8597267866134644,1.0,1.0,1.0,5.0,5.0,49.0
38.0,141.0,-1.4526801109313965,1.0,1.0,1.0,3.0,5.0,0.0
39.0,142.0,0.10968362540006638,1.0,1.0,1.0,9.0,5.0,1.0
40.0,143.0,-0.07516194134950638,1.0,1.0,2.0,2.0,5.0,40.0
41.0,144.0,-0.07709413021802902,1.0,1.0,2.0,9.0,4.0,2.0
42.0,145.0,0.27984461188316345,1.0,1.0,2.0,1.0,5.0,8.0
43.0,146.0,0.24120092391967773,1.0,1.0,2.0,3.0,4.0,14.0
44.0,147.0,-0.08804316818714142,1.0,1.0,2.0,9.0,5.0,16.0
45.0,148.0,-0.07709413021802902,1.0,1.0,2.0,3.0,5.0,21.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
