target,order,Unit Weight (kg),Unit POD,from_yard,from_bay,from_col,from_layer,pred
0.0,217.0,1.1291722059249878,1.0,1.0,1.0,1.0,1.0,2.0
1.0,218.0,0.7157362103462219,1.0,1.0,1.0,1.0,2.0,3.0
2.0,219.0,0.9667849540710449,1.0,1.0,1.0,1.0,3.0,4.0
3.0,220.0,0.9874408841133118,1.0,1.0,1.0,1.0,4.0,9.0
4.0,221.0,0.9874408841133118,1.0,1.0,1.0,1.0,5.0,13.0
5.0,222.0,0.9667849540710449,1.0,1.0,1.0,2.0,5.0,1.0
6.0,223.0,1.1402946710586548,1.0,1.0,1.0,3.0,2.0,7.0
7.0,224.0,0.9651960730552673,1.0,1.0,1.0,3.0,3.0,8.0
8.0,225.0,0.9413623213768005,1.0,1.0,1.0,3.0,4.0,12.0
9.0,226.0,1.1307611465454102,1.0,1.0,1.0,3.0,5.0,18.0
10.0,227.0,1.224507212638855,1.0,1.0,1.0,4.0,2.0,11.0
11.0,228.0,1.0071433782577515,1.0,1.0,1.0,4.0,3.0,16.0
12.0,229.0,0.8533363342285156,1.0,1.0,1.0,4.0,4.0,17.0
13.0,230.0,1.1291722059249878,1.0,1.0,1.0,4.0,5.0,19.0
14.0,231.0,0.188533753156662,1.0,1.0,1.0,5.0,3.0,22.0
15.0,232.0,0.062056008726358414,1.0,1.0,1.0,6.0,3.0,24.0
16.0,233.0,0.21046079695224762,1.0,1.0,1.0,5.0,4.0,26.0
17.0,234.0,0.00104162294883281,1.0,1.0,1.0,6.0,4.0,23.0
18.0,235.0,0.18980488181114197,1.0,1.0,1.0,5.0,5.0,25.0
19.0,236.0,-0.1038268506526947,1.0,1.0,1.0,6.0,5.0,28.0
20.0,237.0,-0.7346266508102417,1.0,1.0,1.0,7.0,2.0,30.0
21.0,238.0,0.1929827183485031,1.0,1.0,1.0,8.0,3.0,35.0
22.0,239.0,-0.5550791025161743,1.0,1.0,1.0,7.0,3.0,36.0
23.0,240.0,0.18980488181114197,1.0,1.0,1.0,8.0,4.0,37.0
24.0,241.0,-0.5347409844398499,1.0,1.0,1.0,7.0,4.0,38.0
25.0,242.0,0.18980488181114197,1.0,1.0,1.0,8.0,5.0,39.0
26.0,243.0,-0.3580534756183624,1.0,1.0,1.0,7.0,5.0,40.0
27.0,244.0,-0.8935182690620422,1.0,1.0,1.0,9.0,4.0,41.0
28.0,245.0,-1.401971459388733,1.0,1.0,1.0,9.0,5.0,42.0
29.0,246.0,-1.19493567943573,1.0,1.0,1.0,10.0,4.0,43.0
30.0,247.0,-1.214320421218872,1.0,1.0,1.0,10.0,5.0,44.0
31.0,248.0,-2.099505662918091,1.0,1.0,1.0,11.0,1.0,45.0
32.0,249.0,-1.7149879932403564,1.0,1.0,1.0,11.0,2.0,46.0
33.0,250.0,-1.5926414728164673,1.0,1.0,1.0,11.0,3.0,47.0
34.0,251.0,-1.41055166721344,1.0,1.0,1.0,11.0,4.0,48.0
35.0,252.0,-1.5608631372451782,1.0,1.0,1.0,11.0,5.0,49.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
