target,order,Unit Weight (kg),Unit POD,from_yard,from_bay,from_col,from_layer,pred
0.0,134.0,0.0,1.0,1.0,1.0,1.0,1.0,19.0
1.0,135.0,0.0,1.0,1.0,1.0,2.0,2.0,32.0
2.0,136.0,0.0,1.0,1.0,1.0,1.0,2.0,26.0
3.0,137.0,0.0,1.0,1.0,1.0,1.0,3.0,21.0
4.0,138.0,0.0,1.0,1.0,1.0,3.0,3.0,33.0
5.0,196.0,0.0,1.0,2.0,2.0,4.0,2.0,27.0
6.0,197.0,0.0,1.0,2.0,2.0,5.0,2.0,36.0
7.0,198.0,0.0,1.0,2.0,2.0,6.0,3.0,28.0
8.0,199.0,0.0,1.0,2.0,3.0,7.0,3.0,34.0
9.0,200.0,0.0,1.0,2.0,3.0,6.0,2.0,35.0
10.0,201.0,0.0,1.0,2.0,3.0,6.0,3.0,29.0
11.0,202.0,0.0,1.0,2.0,3.0,8.0,3.0,10.0
12.0,203.0,0.0,1.0,2.0,3.0,9.0,3.0,42.0
13.0,204.0,0.0,1.0,2.0,3.0,10.0,3.0,49.0
14.0,205.0,0.0,1.0,2.0,3.0,5.0,3.0,41.0
15.0,206.0,0.0,1.0,2.0,3.0,4.0,3.0,40.0
16.0,207.0,0.0,1.0,2.0,3.0,11.0,3.0,43.0
17.0,208.0,0.0,1.0,2.0,3.0,3.0,3.0,24.0
18.0,209.0,0.0,1.0,2.0,3.0,1.0,3.0,18.0
19.0,210.0,0.0,1.0,2.0,3.0,3.0,3.0,25.0
20.0,211.0,0.0,1.0,2.0,3.0,2.0,2.0,31.0
21.0,212.0,0.0,1.0,2.0,3.0,2.0,3.0,46.0
22.0,213.0,0.0,1.0,3.0,4.0,5.0,1.0,47.0
23.0,214.0,0.0,1.0,3.0,4.0,6.0,1.0,38.0
24.0,215.0,0.0,1.0,3.0,4.0,7.0,1.0,2.0
25.0,216.0,0.0,1.0,3.0,4.0,8.0,1.0,3.0
26.0,217.0,0.0,1.0,3.0,4.0,5.0,2.0,17.0
27.0,218.0,0.0,1.0,3.0,4.0,6.0,2.0,22.0
28.0,219.0,0.0,1.0,3.0,4.0,7.0,2.0,15.0
29.0,220.0,0.0,1.0,3.0,4.0,8.0,2.0,23.0
30.0,221.0,0.0,1.0,3.0,4.0,9.0,2.0,20.0
31.0,222.0,0.0,1.0,3.0,4.0,4.0,3.0,37.0
32.0,223.0,0.0,1.0,3.0,4.0,5.0,3.0,8.0
33.0,224.0,0.0,1.0,3.0,4.0,6.0,3.0,30.0
34.0,225.0,0.0,1.0,3.0,4.0,7.0,3.0,14.0
35.0,226.0,0.0,1.0,3.0,4.0,8.0,3.0,11.0
36.0,227.0,0.0,1.0,3.0,4.0,9.0,3.0,48.0
37.0,228.0,0.0,1.0,4.0,5.0,9.0,3.0,44.0
38.0,229.0,0.0,1.0,5.0,6.0,3.0,1.0,45.0
39.0,230.0,0.0,1.0,5.0,6.0,11.0,1.0,5.0
40.0,231.0,0.0,1.0,5.0,6.0,3.0,2.0,6.0
41.0,232.0,0.0,1.0,5.0,6.0,11.0,2.0,12.0
42.0,233.0,0.0,1.0,5.0,6.0,3.0,3.0,13.0
43.0,234.0,0.0,1.0,5.0,6.0,11.0,3.0,39.0
44.0,235.0,0.0,1.0,5.0,6.0,2.0,4.0,0.0
45.0,236.0,0.0,1.0,5.0,6.0,1.0,4.0,7.0
46.0,237.0,0.0,1.0,5.0,6.0,2.0,1.0,16.0
47.0,238.0,0.0,1.0,5.0,6.0,1.0,1.0,9.0
48.0,239.0,0.0,1.0,5.0,6.0,9.0,1.0,1.0
49.0,240.0,0.0,1.0,5.0,6.0,9.0,2.0,4.0
